"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KRT17",2.79883763496456e-37,0.844795529579583,0.276,0.127,9.43040352724957e-33
"FAM3D",3.02192424545778e-37,0.284319254415504,0.786,0.567,1.01820715526454e-32
"PIGR",5.94006345977689e-37,-0.816029125268591,0.589,0.748,2.00144498213722e-32
"LEFTY1",1.1362663301259e-34,0.372690540420296,0.389,0.219,3.82853577272622e-30
"KLF4",1.28338051208862e-34,0.334897950030213,0.888,0.657,4.3242222974314e-30
"PHLDA2",4.75273225522449e-34,-0.483333029996756,0.988,0.922,1.60138560607534e-29
"SOD3",8.10863273936845e-33,0.52385954394421,0.61,0.422,2.7321227152028e-28
"FGFBP1",4.60134099224179e-32,0.328041237271055,0.452,0.266,1.55037583392595e-27
"NUPR1",4.3315015955986e-31,0.313007657407854,0.517,0.339,1.45945614762099e-26
"KRT19",1.22226017698844e-30,0.454474510597672,0.997,0.948,4.11828344034485e-26
"PHGR1",4.15513775324158e-30,-0.328866870443451,0.889,0.94,1.40003211457722e-25
"CRYAB",4.96691380794536e-29,0.263239933736286,0.172,0.067,1.67355193844911e-24
"NDUFA4L2",3.28152641128049e-27,0.415990738286799,0.16,0.063,1.10567750901685e-22
"S100A16",6.17648133334214e-26,0.42939572386635,0.962,0.809,2.0811036204563e-21
"PFDN4",8.0436125598376e-26,-0.32948460094713,0.932,0.82,2.71021481591168e-21
"PERP",2.35880197381511e-25,-0.351978909233301,0.996,0.952,7.94774737057262e-21
"LYZ",2.61132813755568e-25,0.900736278798507,0.566,0.377,8.7986090266801e-21
"HULC",9.15646901405328e-24,-0.460286677530416,0.175,0.269,3.08518066959511e-19
"EIF6",1.29049325174997e-23,-0.250741130703945,0.982,0.927,4.34818796244634e-19
"H2AFJ",5.549618830777e-23,-0.286587367232916,0.927,0.871,1.869888568842e-18
"TNFRSF12A",1.27114800649516e-20,-0.340944627729651,0.91,0.785,4.2830060930848e-16
"CEACAM5",5.73678267872367e-20,0.273141713436611,0.956,0.875,1.93295155576915e-15
"REG1A",2.40054841316624e-18,1.40514976461524,0.286,0.18,8.08840782332232e-14
"CST3",6.28126626112087e-17,-0.289826087718878,1,0.982,2.11640985402206e-12
"TM4SF1",2.05589262288731e-15,-0.261701020862591,0.872,0.829,6.9271246035565e-11
"CD74",2.46466150878076e-12,-0.419421701518847,0.85,0.72,8.30443048768589e-08
"SDC4",2.87576911365603e-12,-0.525104866919849,0.894,0.727,9.68961645155262e-08
"EREG",5.02162512931173e-12,-0.372374085539829,0.568,0.58,1.69198637107029e-07
"SOD2",1.6245876686007e-11,-0.352195259504723,0.944,0.777,5.47388569058319e-07
"S100P",2.08742135012025e-11,0.347475994164753,0.87,0.761,7.03335749709518e-07
"SFN",2.25261576062223e-11,-0.42949325989119,0.95,0.821,7.58996354384054e-07
"PLA2G2A",2.929031111644e-09,-0.398561256034647,0.331,0.351,9.86907742757328e-05
"FOSL1",2.7986763854687e-08,-0.349663556748587,0.515,0.465,0.000942986021319824
"AREG",3.94182976845584e-08,-0.366251747373598,0.947,0.867,0.00132816012218351
"TIMP1",6.58062961554075e-08,0.300808833253812,0.944,0.801,0.0022172773426603
"CXCL3",9.96597386379522e-08,-0.735156713060825,0.909,0.783,0.00335793523366716
"CXCL1",4.81189093325799e-07,-0.514031937856879,0.822,0.721,0.0162131853105195
"EMP1",2.60509091752483e-06,-0.356586924500491,0.619,0.556,0.0877759333750817
"EPHA2",5.1531922550897e-06,-0.273416270447722,0.754,0.628,0.173631659842992
"HLA-DRB1",0.000227810092062296,-0.332667541003213,0.442,0.425,1
"S100A4",0.00166868562685763,0.781259430171854,0.741,0.559,1
"SNHG25",0.00925735059096701,-0.259534883891911,0.656,0.501,1
"SH3BGRL3",0.0126008558690979,0.550838597368234,0.999,0.953,1
"HBA2",0.0253579942865433,-0.308879088475457,0.152,0.159,1
"HNF4A",0.101701105136476,-0.267263591093762,0.705,0.493,1
"BIRC3",0.127073393182691,-0.304976367992921,0.442,0.381,1
"CTNNB1",0.128308135555903,-0.274498448772063,0.94,0.72,1
"HLA-DRA",0.135853044637372,-0.361266239491468,0.632,0.511,1
"GDF15",0.143030987732373,-0.270589892526048,0.931,0.812,1
"TFF3",0.147724534777581,0.437252292103866,0.978,0.945,1
"CXCL2",0.687197735181873,-0.263409959133134,0.853,0.682,1
