"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SRGN",5.99857268538203e-105,0.297224973140796,0.407,0.234,8.3800060414787e-101
"GGH",7.35186730665089e-104,-0.279662725740226,0.605,0.806,1.02705586273913e-99
"NAA20",7.26859853093751e-103,-0.257609928137406,0.636,0.801,1.01542321477197e-98
"RPS2",1.42814326273386e-102,-0.269773681775931,0.997,1,1.9951161380392e-98
"CST3",1.9111330439543e-102,-0.326485567681718,0.905,0.97,2.66985286240415e-98
"DUSP4",5.31501679592083e-102,0.379480851204353,0.402,0.224,7.42507846390141e-98
"FAM195A",1.70309114969077e-101,-0.285495270548196,0.653,0.799,2.37921833611801e-97
"RPS27",2.90963813046432e-101,0.430543702626657,0.998,0.999,4.06476446825866e-97
"FGFBP1",1.11053751634912e-100,-0.520330926580737,0.232,0.412,1.55142091033972e-96
"PRDX5",2.89684601430248e-100,-0.404750850519735,0.889,0.968,4.04689388198057e-96
"PI3",1.48801516296655e-99,-0.3634960159748,0.226,0.422,2.07875718266427e-95
"ETHE1",3.27715201371954e-99,-0.296791554148618,0.719,0.849,4.5781813631662e-95
"APOL1",3.73610536644451e-98,0.289964523691762,0.266,0.123,5.21933919692297e-94
"TFF1",4.45507316491965e-97,2.0148755418195,0.557,0.402,6.22373721139275e-93
"GNAS",1.10344666732481e-96,-0.306770649370606,0.769,0.899,1.54151499425276e-92
"CA9",1.2942120527601e-95,-0.371069161958713,0.144,0.317,1.80801423770585e-91
"SDC4",2.54194992627138e-95,-0.391814403970087,0.653,0.815,3.55110404700111e-91
"FXYD5",2.85317730630081e-95,-0.322797945568817,0.657,0.816,3.98588869690223e-91
"SGK1",7.12382486568299e-95,0.30248805548309,0.366,0.208,9.95198333735913e-91
"RPL4",2.5102121187386e-94,-0.305409614474004,0.9,0.977,3.50676632987782e-90
"REG4",9.97084474496631e-94,2.44288736414633,0.261,0.126,1.39292701087179e-89
"DSTN",2.09650974435743e-92,-0.265717549186054,0.888,0.957,2.92882411286733e-88
"PLBD1",5.12811852858305e-92,-0.252165214909521,0.426,0.602,7.16398158443052e-88
"CTSA",1.90838329666624e-91,-0.267922511525434,0.568,0.726,2.66601146544274e-87
"MT-ATP6",4.84203289882706e-91,-0.281773006158039,0.976,0.98,6.76431995966141e-87
"TMEM54",1.30073421949351e-90,-0.30286525718938,0.696,0.834,1.81712570463243e-86
"PEBP1",7.46238996223079e-90,-0.296460943279519,0.792,0.914,1.04249587772364e-85
"SMS",1.65080191068436e-89,-0.251034627602886,0.709,0.857,2.30617026922605e-85
"LRRC26",7.99570986946562e-89,0.414839212716149,0.184,0.074,1.11700066876435e-84
"SCD",6.14128608985298e-88,-0.641117907980564,0.473,0.627,8.57937666752461e-84
"PLCG2",4.53232612030074e-86,2.60885108916133,0.293,0.16,6.33165959006013e-82
"ODC1",7.16148089678288e-86,-0.30810539122905,0.706,0.852,1.00045888128057e-81
"GDF15",2.96586820822424e-85,-0.481665121621581,0.747,0.87,4.14331788688926e-81
"SERPINA1",1.14250111516218e-84,0.695423999384269,0.4,0.251,1.59607405788156e-80
"PDXK",5.87876049748886e-83,-0.297537687398361,0.535,0.669,8.21262841499194e-79
"IGLC3",8.17422060644566e-83,0.369193236099039,0.446,0.276,1.14193861872046e-78
"H3F3A",3.40777486773533e-81,0.362986938418461,0.939,0.98,4.76066149022626e-77
"OAZ1",6.50369507611144e-81,-0.269636820844303,0.909,0.974,9.08566202132768e-77
"TSPAN13",8.09826656841829e-81,0.565647793506065,0.642,0.574,1.13132783960803e-76
"RP11-1143G9.4",3.16443734407755e-80,0.27163789463689,0.209,0.092,4.42071896967634e-76
"BTG1",9.29013707844445e-80,0.444811825870205,0.835,0.86,1.29783214985869e-75
"EGR1",1.35569759834438e-79,0.59662926817708,0.712,0.642,1.89390954488709e-75
"CCL4",3.66862821755425e-79,0.265080521523053,0.354,0.214,5.12507361992329e-75
"UBL5",1.82809632675141e-75,0.285611247749051,0.905,0.947,2.55385056847172e-71
"CYC1",3.97942457321082e-75,-0.260679757543668,0.791,0.894,5.55925612877552e-71
"ASS1",1.35830351391409e-74,-0.298526175674319,0.587,0.738,1.89755000893798e-70
"COX17",3.80245076495078e-74,0.389809810832627,0.759,0.755,5.31202371863624e-70
"AQP3",3.81895479339553e-74,0.722959519234147,0.203,0.096,5.33507984637356e-70
"ELF3",4.21624820967979e-73,0.682821461187684,0.914,0.93,5.89009874892267e-69
"RAP2B",2.34206119168406e-71,0.526435189384869,0.57,0.481,3.27185948478263e-67
"EIF3H",3.28432781216913e-71,-0.273641531293197,0.822,0.934,4.58820595360028e-67
"TAGLN2",3.36621206089803e-70,0.414001023870996,0.852,0.914,4.70259824907455e-66
"NDUFB4",6.0814221097315e-70,0.263084794569074,0.835,0.902,8.49574668729491e-66
"FAM3B",1.76389707649652e-68,-0.290787771317371,0.262,0.41,2.46416421586563e-64
"SPINK1",5.54700289528964e-68,0.517506890934714,0.785,0.729,7.74916304471962e-64
"TPM3",1.92288391611441e-67,0.34798837751072,0.827,0.875,2.68626883081184e-63
"ITM2C",3.81792813589857e-66,-0.261730433746329,0.601,0.757,5.33364560585031e-62
"RHOBTB3",1.23199180311232e-65,0.383039783638559,0.424,0.301,1.72109254894791e-61
"IRS2",1.47378611440588e-64,-0.38552978554865,0.442,0.588,2.05887920182501e-60
"SMIM22",1.86226814009622e-63,0.461575044057491,0.874,0.892,2.60158859171441e-59
"TPPP3",5.15831181839882e-63,-0.336021629160313,0.211,0.347,7.20616161030315e-59
"CSTB",2.00409282936394e-62,-0.519827179818631,0.85,0.945,2.79971768262143e-58
"TGFBI",2.65070258499754e-62,0.408480890831267,0.713,0.665,3.70303151124156e-58
"SLC26A3",1.75694774217049e-61,-0.466435880922929,0.059,0.168,2.45445599581217e-57
"C10orf10",5.99001334038509e-61,0.285340748359267,0.304,0.182,8.36804863651798e-57
"FABP1",8.35854483137691e-61,-0.692229882986294,0.545,0.692,1.16768871294335e-56
"NUPR1",9.44431979711451e-61,-0.349618748204451,0.315,0.495,1.3193714756569e-56
"PABPC1",9.89626751601022e-61,-0.269362003814924,0.916,0.967,1.38250857198663e-56
"SOX4",2.62546626577329e-60,1.15599893909821,0.792,0.794,3.66777637328529e-56
"RGS2",1.66536427531621e-59,0.367762583676062,0.25,0.138,2.32651389261675e-55
"MMP7",3.36762776827706e-59,0.53844664745152,0.347,0.22,4.70457599228305e-55
"RAB20",6.16877894535281e-59,-0.27628658605008,0.337,0.477,8.61778418665787e-55
"TPM1",3.04667614132707e-58,0.445032275258282,0.856,0.876,4.25620656943392e-54
"IER2",7.80919820993551e-58,0.626696016552018,0.848,0.874,1.09094498992799e-53
"RND1",7.88627606073946e-58,0.286467457056799,0.32,0.205,1.1017127656853e-53
"TFF2",1.01525795273494e-57,0.854341078891016,0.167,0.078,1.41831535997071e-53
"CCL3",1.17899288728142e-56,0.346131887298225,0.39,0.286,1.64705306353214e-52
"EBP",1.35144455165363e-56,-0.296507386211839,0.657,0.792,1.88796803866012e-52
"TACSTD2",5.78652484703994e-56,1.69576395819545,0.34,0.245,8.0837752113148e-52
"HSPA1B",4.23261670235851e-55,0.589910311604345,0.722,0.649,5.91296553319484e-51
"DDIT4",2.46632325347389e-54,-0.355709035318621,0.54,0.675,3.44545358510303e-50
"SKIL",6.43613731277324e-54,0.312844363893878,0.484,0.379,8.99128382594421e-50
